Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL8757;;0;702.78;1;1.31;11j;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCNS(=O)(=O)c2ccc(F)cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';2400;nM;5.62;;;UO_0000065;8;0.16;4.31;3.17;0;CHEMBL656844;In vitro inhibitory activity against human calpain 1 in Molt-4 cells (intact human T-cell leukemia cell line);B;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;CHEMBL3307557;
CHEMBL286722;;0;382.46;0;2.86;Cbz-Val-Phe-H;CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1;IC50;'=''';300;nM;6.52;;;UO_0000065;17.06;0.32;3.66;7.72;0;CHEMBL658526;Inhibition of intracellular Calpain-I receptor using intact cell assay system;B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1131026;1;Scientific Literature;J. Med. Chem.;1998;None;
CHEMBL168471;;0;372.46;0;1.86;22 (D,L);CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C;IC50;'=''';42000;nM;4.38;;;UO_0000065;11.75;0.24;2.52;4.74;0;CHEMBL744609;In vitro inhibition of porcine mu-calpain.;B;BAO_0000357;single protein format;Sus scrofa;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145779;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL345338;;0;546.71;1;3.09;Z-Ala-Leu-Leu-Leu-H;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1;IC50;'=''';6;nM;8.22;;;UO_0000065;15.04;0.29;5.13;5.76;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL276726;;0;729.79;2;1.08;11f;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';50;nM;7.3;;;UO_0000065;10;0.2;6.22;3.31;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL8686;;0;642.71;1;0.05;11b;O=C(NCCNS(=O)(=O)c1ccccc1)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1)OCCO3;IC50;'=''';76;nM;7.12;;;UO_0000065;11.08;0.22;7.07;3.83;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL1793864;;0;509.63;1;1.41;8b (Single diastereomer);CCCCNC(=O)C(=O)[C@H](CC(C)C)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3;IC50;'=''';500;nM;6.3;;;UO_0000065;12.36;0.25;4.89;4.81;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL433563;;0;482.39;None;None;10a;CC(C)CN(CC(=O)N(CC(C)C)NC(=O)OCc1ccccc1)/N=C/c1ccccc1B(O)O;IC50;'>''';1000000;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL826414;Inhibitory concentration against Calpain I activity;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1139495;1;Scientific Literature;J. Med. Chem.;2005;None;
CHEMBL115073;;0;441.51;0;2.36;109;Cc1ccc(S(=O)(=O)N2CC(N=[N+]=[N-])CC2C(=O)N[C@H](C=O)Cc2ccccc2)cc1;IC50;'=''';28;nM;7.55;;;UO_0000065;17.11;0.33;5.19;5.71;0;CHEMBL821730;Inhibitory activity against calpain.;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133572;1;Scientific Literature;J. Med. Chem.;2000;None;
CHEMBL303315;;0;572.7;1;3.6;1j;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)Oc1ccc2[nH]cc(CCNC(=O)OC(C)(C)C)c2c1;IC50;'=''';2000;nM;5.7;;;UO_0000065;9.95;0.19;2.1;3.77;0;CHEMBL659382;The ability of compound to inhibit calpain in a preparation of lysed platelets was measured with a caseinolytic assay(assay 1);B;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None;
CHEMBL354575;;0;330.38;0;0.83;11;CC(C)[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@H](C)C=O;IC50;'=''';630;nM;6.2;;;UO_0000065;18.77;0.38;5.37;6.72;0;CHEMBL744609;In vitro inhibition of porcine mu-calpain.;B;BAO_0000357;single protein format;Sus scrofa;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145779;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL473251;;0;579.69;1;1.4;4, SNJ-1953;COCCOCCOCCOCCOC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NC1CC1;IC50;'=''';220;nM;6.66;;;UO_0000065;11.48;0.22;5.26;4.42;0;CHEMBL991566;Inhibition of human erythrocyte mu-calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1144224;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2008;None;
CHEMBL466551;;0;352.39;0;1.43;4a-2;NC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)c1ccccc1;IC50;'=''';3200;nM;5.5;;;UO_0000065;15.59;0.29;4.06;5.17;0;CHEMBL1013486;Inhibition of human erythrocytes mu-calpain;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1154513;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2009;None;
CHEMBL150620;;0;509.65;1;3.78;Z-Leu-Phe-Leu-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](C=O)CC(C)C;IC50;'=''';68;nM;7.17;;;UO_0000065;14.06;0.26;3.39;6.31;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL340663;;0;357.37;0;2.86;1;NC(=O)c1cn(-c2ccc(O)cc2)c2cc(-c3ccncc3)ccc2c1=O;IC50;'=''';2000;nM;5.7;;;UO_0000065;15.95;0.29;2.84;5.8;0;CHEMBL656843;In vitro inhibitory activity against human erythrocyte Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1153663;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1995;None;
CHEMBL42716;;0;435.56;1;5.28;7c;CC(C)C[C@@H](C=O)NC(=O)[C@@H](CC(=O)C1c2ccccc2Oc2ccccc21)CC(C)C;IC50;'=''';25;nM;7.6;;;UO_0000065;17.45;0.32;2.32;10.49;1;CHEMBL654084;Inhibitory activity of compound against recombinant human Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1151519;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1996;None;
CHEMBL301598;;0;483.57;0;2.69;3b;CCONC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1;IC50;'=''';19;nM;7.72;;;UO_0000065;15.97;0.3;5.03;6.29;0;CHEMBL657770;Inhibition of human recombinant Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1133978;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2001;None;
CHEMBL4287411;;0;376.84;0;2.24;4o;COCCN/C(=C1/N=CN(CCOC)C1=O)c1[nH]c2ccccc2c1Cl;IC50;'>''';1000;nM;;;;UO_0000065;;;;;0;CHEMBL4263564;Inhibition of calpain (unknown origin) using Suc-LY-AMC as fluorogenic substrate after 60 mins by spectrofluorometric analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4261583;1;Scientific Literature;Eur J Med Chem;2018;None;
CHEMBL100316;;0;431.6;0;4.4;3;CC(C)C[C@@H](C=O)NC(=O)[C@@H](CCS(=O)(=O)c1ccc2ccccc2c1)CC(C)C;IC50;'=''';50;nM;7.3;;;UO_0000065;16.92;0.33;2.9;9.09;0;CHEMBL656194;Inhibitory activity using recombinant human Calpain 1 with Suc-Leu-Tyr-MNA as substrate.;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1129824;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL185356;;0;451.28;0;2.74;5p (MX-1122);CC(C)[C@H](NC(=O)OCc1ccc(Cl)cc1Cl)C(=O)NC(CC(=O)O)C(=O)CF;IC50;'~''';5000;nM;;;;UO_0000065;;;;;0;CHEMBL827793;Inhibition concentration required against calpain-1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1137919;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL8535;;0;541.63;1;1.22;8h;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCC2CC2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';286;nM;6.54;;;UO_0000065;12.08;0.24;5.32;4.99;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL522312;;0;477.52;0;1.93;2g;COc1ccc(CNC(=O)C(=O)[C@H](Cc2ccccc2)NC(=O)c2[nH]c(=O)ccc2C)cc1OC;IC50;'=''';35260;nM;4.45;;;UO_0000065;9.32;0.17;2.52;3.52;0;CHEMBL973384;Inhibition of human erythrocytes mu-calpain by spectrofluorimeter;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138543;1;Scientific Literature;Eur. J. Med. Chem.;2009;None;
CHEMBL2408901;;0;486.47;1;-0.35;38;O=C(NCc1cn(-c2ccc3c(c2)OCO3)nn1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'=''';400;nM;6.4;;;UO_0000065;13.15;0.26;6.75;3.76;1;CHEMBL2411626;Inhibition of human erythrocyte full length Cal1 using (DABCYL)TPLK-SPPSPR-(EDANS) as substrate after 20 min by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2407090;1;Scientific Literature;J. Med. Chem.;2013;None;
CHEMBL209274;;0;376.48;0;1.48;14;CC(C)C[C@H](NC(=S)Nc1cccc(C#N)c1)C(=O)N[C@H]1CCOC1O;IC50;'=''';260;nM;6.58;;;UO_0000065;17.49;0.35;5.11;6.19;0;CHEMBL863671;Inhibition of human erythrocyte mu calpain;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1138043;1;Scientific Literature;J. Med. Chem.;2006;None;
CHEMBL2408906;;0;478.44;0;0.2;43;O=C(NCc1cn(-c2c(F)cccc2F)nn1)[C@H](Cc1cscn1)NC(=O)[C@H]1O[C@@H]1C(=O)O;IC50;'>''';1000;nM;;;;UO_0000065;;;;;1;CHEMBL2411626;Inhibition of human erythrocyte full length Cal1 using (DABCYL)TPLK-SPPSPR-(EDANS) as substrate after 20 min by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2407090;1;Scientific Literature;J. Med. Chem.;2013;None;
CHEMBL179042;;0;516.41;None;None;11b;CC(C)CN(NC(=O)OCc1ccccc1)C(=O)CN(Cc1ccccc1)/N=C/c1cccc(B(O)O)c1;IC50;'>''';1000000;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL826414;Inhibitory concentration against Calpain I activity;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1139495;1;Scientific Literature;J. Med. Chem.;2005;None;
CHEMBL150982;;0;376.5;0;3.4;Z-Leu-(N-Me)Leu-H;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)[C@H](C=O)CC(C)C;IC50;'>''';1000;nM;;;;UO_0000065;;;;;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL294046;;0;360.43;0;0.96;1a;CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)OCCF;IC50;;;nM;;;substantial inhibition by 5-44 uM;UO_0000065;;;;;0;CHEMBL659384;The calpain inhibitory activity(I 50) was measured as ability to enter the platelet and inhibit calpain in the intact cells(assay 3); (+)indicates substantial inhibition by 5-44 uM;B;BAO_0000219;cell-based format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1126246;1;Scientific Literature;J. Med. Chem.;1992;None
CHEMBL151536;;0;306.43;0;0.68;(S)-2-Methanesulfonylamino-4-methyl-pentanoic acid ((S)-1-formyl-3-methyl-butyl)-amide;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NS(C)(=O)=O;IC50;'=''';10;nM;8;;;UO_0000065;26.11;0.55;7.32;8.66;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL180263;;0;368.36;0;1.76;5b (MX-1153);CC(C)[C@H](OC(=O)Nc1ccccc1)C(=O)NC(CC(=O)O)C(=O)CF;IC50;'>''';100000;nM;;;;UO_0000065;;;;;0;CHEMBL827036;Inhibitory concentration against Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1142004;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2005;None;
CHEMBL341014;;0;396.49;0;3.25;Z-Leu-Phe;CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1;IC50;'=''';10;nM;8;;;UO_0000065;20.18;0.38;4.75;9.47;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL8860;;0;502.55;1;0.86;7;CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)OC)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';1000;nM;6;;;UO_0000065;11.94;0.23;5.14;4.68;0;CHEMBL654079;In vitro inhibitory activity against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1146668;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2004;None;
CHEMBL115573;;0;458.54;0;1.71;15n;CC(C)N1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'=''';30;nM;7.52;;;UO_0000065;16.41;0.32;5.81;7.37;0;CHEMBL877099;Inhibitory activity towards human calpain I;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;None;
CHEMBL115572;;0;410.49;0;1.12;15o;CCN1C(C(=O)N[C@H](C=O)CC(C)C)Cc2cc3c(cc2S1(=O)=O)OCCO3;IC50;'>''';3000;nM;;;;UO_0000065;;;;;0;CHEMBL714770;Inhibitory concentration against MOLT-4 cells (human T-cell leukemia cell line);F;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;CHEMBL3307557;
CHEMBL421043;;0;439.32;0;2.89;26a;CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)=Cc2cc(Cl)c(Cl)cc2S1(=O)=O;IC50;'=''';2900;nM;5.54;;;UO_0000065;;;;;0;CHEMBL714770;Inhibitory concentration against MOLT-4 cells (human T-cell leukemia cell line);F;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;CHEMBL3307557;
CHEMBL338421;;0;380.79;0;3.71;16;NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-c3ccoc3)ccc2c1=O;IC50;'=''';2000;nM;5.7;;;UO_0000065;14.97;0.29;1.99;5.79;0;CHEMBL656843;In vitro inhibitory activity against human erythrocyte Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1153663;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1995;None;
CHEMBL168909;;0;404.53;0;2.87;6;CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)C(C)C;IC50;'=''';10;nM;8;;;UO_0000065;19.78;0.39;5.13;8.66;0;CHEMBL744609;In vitro inhibition of porcine mu-calpain.;B;BAO_0000357;single protein format;Sus scrofa;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145779;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL281874;;0;253.3;0;2.23;3;O=CC(Cc1ccccc1)NC(=O)c1ccccc1;IC50;'=''';;nM;;;;UO_0000065;;;;;0;CHEMBL654080;Inhibition of degradation of tyrosine kinase pp60src by Calpain 1 in human platelets;F;BAO_0000019;assay format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145789;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL331414;;0;390.44;0;1.3;15g;CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(F)ccc2S1(=O)=O;IC50;'=''';2400;nM;5.62;;;UO_0000065;;;;;0;CHEMBL714770;Inhibitory concentration against MOLT-4 cells (human T-cell leukemia cell line);F;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;CHEMBL3307557;
CHEMBL169598;;0;461.97;0;3.05;14;CC(C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12;IC50;'=''';13;nM;7.89;;;UO_0000065;17.07;0.35;4.84;7.29;0;CHEMBL744609;In vitro inhibition of porcine mu-calpain.;B;BAO_0000357;single protein format;Sus scrofa;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145779;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL1923968;;0;372.46;0;1.86;21(L,D);CC(C)C[C@@H](C=O)NC(=O)[C@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C;IC50;'=''';14000;nM;4.85;;;UO_0000065;13.03;0.27;2.99;5.26;0;CHEMBL744609;In vitro inhibition of porcine mu-calpain.;B;BAO_0000357;single protein format;Sus scrofa;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1145779;1;Scientific Literature;J. Med. Chem.;2003;None;
CHEMBL118688;;0;441.34;0;2.47;15h;CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)c(Cl)cc2S1(=O)=O;IC50;'=''';1300;nM;5.89;;;UO_0000065;;;;;0;CHEMBL714770;Inhibitory concentration against MOLT-4 cells (human T-cell leukemia cell line);F;BAO_0000219;cell-based format;None;None;None;MOLT-4;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;CHEMBL3307557;
CHEMBL327448;;0;492.6;0;2.96;25;O=C[C@H](Cc1ccccc1)NC(=O)[C@@H]1C[C@@H](OCc2ccccc2)CN1S(=O)(=O)c1ccccc1;IC50;'=''';125;nM;6.9;;;UO_0000065;14.01;0.27;3.94;7.44;0;CHEMBL656842;Compound was tested for inhibitory activity against recombinant human Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130591;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1998;None;
CHEMBL88359;;0;324.4;0;0.34;17;CS(=O)(=O)N1CCC[C@@H]1C(=O)N[C@H](C=O)Cc1ccccc1;IC50;'=''';53;nM;7.28;;;UO_0000065;22.43;0.45;6.94;8.71;0;CHEMBL656842;Compound was tested for inhibitory activity against recombinant human Calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130591;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1998;None;
CHEMBL151538;;0;455.6;0;1.87;Ac-Leu-Leu-Glu(t-Bu)-H;CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C=O)CCC(=O)OC(C)(C)C;IC50;'=''';1100;nM;5.96;;;UO_0000065;13.08;0.25;4.09;4.56;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL150713;;0;376.45;0;2.26;Phth-Leu-Leu-H;CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)c1ccccc1C(=O)O;IC50;'>''';1000;nM;;;;UO_0000065;;;;;0;CHEMBL656195;Inhibitory activity evaluated against recombinant human calpain 1;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1130294;1;Scientific Literature;Bioorg. Med. Chem. Lett.;1997;None;
CHEMBL117729;;0;448.97;0;2.84;15i;CC(C)CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)ccc2S1(=O)=O;IC50;'=''';200;nM;6.7;;;UO_0000065;14.92;0.3;3.86;8.02;0;CHEMBL656196;Inhibitory activity towards human calpain I;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;None;
CHEMBL118688;;0;441.34;0;2.47;15h;CN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)c(Cl)cc2S1(=O)=O;IC50;'=''';21;nM;7.68;;;UO_0000065;17.4;0.37;5.21;9.19;0;CHEMBL656196;Inhibitory activity towards human calpain I;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134781;1;Scientific Literature;J. Med. Chem.;2001;None;
CHEMBL338195;;0;438.51;0;4.01;1i;CC(C)CC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CC(C)C)C(=O)P(C)(C)=O;IC50;'>''';10000;nM;;;;UO_0000065;;;;;0;CHEMBL658527;inhibitory activity measured against recombinant human Calpain-I receptor;B;BAO_0000357;single protein format;None;None;None;None;None;;;;CHEMBL3891;Calpain 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1131587;1;Scientific Literature;J. Med. Chem.;1998;None;
