"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4447024";"";"0";"408.50";"0";"4.71";"4a";"C=CCN1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O";"IC50";"'='";"7670.0";"nM";"5.12";"";"";"UO_0000065";"12.52";"0.23";"0.41";"12.21";"0";"CHEMBL4418662";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418487";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4550808";"";"0";"472.54";"1";"5.37";"6a";"O=C(c1ccccc1)N1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O";"IC50";"'='";"17200.0";"nM";"4.76";"";"";"UO_0000065";"10.08";"0.18";"-0.61";"8.08";"0";"CHEMBL4418662";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418487";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4461659";"";"0";"412.49";"0";"3.52";"10a";"O=C1N(CCO)Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]12Cc1ccccc1";"IC50";"'='";"2150.0";"nM";"5.67";"";"";"UO_0000065";"13.74";"0.25";"2.15";"9.12";"0";"CHEMBL4418662";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418487";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4588488";"";"0";"532.64";"2";"5.49";"16a";"O=C1N(Cc2ccccc2)Cc2ccccc2[C@@H]2OC(c3ccc(OCCCO)cc3)=N[C@]12Cc1ccccc1";"IC50";"'='";"7880.0";"nM";"5.10";"";"";"UO_0000065";"9.58";"0.17";"-0.39";"7.15";"0";"CHEMBL4418662";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418487";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4473626";"";"0";"457.53";"0";"4.69";"14; Ex 16";"CC(C)(C)OC(=O)CN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O";"IC50";"'='";"1960.0";"nM";"5.71";"";"";"UO_0000065";"12.48";"0.25";"1.02";"5.41";"0";"CHEMBL4418809";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418492";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4450452";"";"0";"346.43";"0";"4.27";"17; Ex 19";"CC(C)N1C(=O)S/C(=C\c2ccc(Sc3ccccn3)o2)C1=O";"IC50";"'='";"7670.0";"nM";"5.12";"";"";"UO_0000065";"14.77";"0.30";"0.85";"8.07";"0";"CHEMBL4418809";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418492";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4515903";"";"0";"471.56";"0";"4.05";"21; Ex 22";"CCNC(=O)NCCCN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O";"IC50";"'='";"6770.0";"nM";"5.17";"";"";"UO_0000065";"10.96";"0.22";"1.12";"4.30";"0";"CHEMBL4418809";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418492";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4448869";"";"0";"626.79";"1";"4.58";"27; Ex 27";"O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O";"IC50";"'='";"2280.0";"nM";"5.64";"";"";"UO_0000065";"9.00";"0.18";"1.06";"3.78";"0";"CHEMBL4418809";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418492";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4587371";"";"0";"273.36";"0";"3.37";"49; Ex 39";"CN(C)Cc1ccc(Sc2nc3ccccc3[nH]2)o1";"IC50";"'='";"59370.0";"nM";"4.23";"";"";"UO_0000065";"15.46";"0.30";"0.86";"9.38";"0";"CHEMBL4418809";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418492";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4463755";"";"0";"379.44";"0";"4.80";"65; Ex 54";"CC(C)N1C(=O)S/C(=C\c2cccc(Oc3nc4ccccc4[nH]3)c2)C1=O";"IC50";"'='";"990.0";"nM";"6.00";"";"";"UO_0000065";"15.82";"0.30";"1.20";"7.97";"0";"CHEMBL4418809";"Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418492";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4570302";"";"0";"415.54";"0";"4.48";"236; Ex 97";"CC(=O)Nc1sc2c(c1-c1nc3cc4c(cc3s1)OCO4)CCN(C(C)C)C2";"IC50";"'<='";"300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476997";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476874";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4549582";"";"0";"430.53";"0";"1.78";"Nil; N11";"CCc1ccc(/C=C2\SC(=O)N(CCNC(=O)[C@H]3C[C@@H]4C[C@H]3[C@@H](O)[C@H]4O)C2=O)cc1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4418440";"Binding affinity to recombinant full-length DDK-tagged human c-Myc expressed in HEK293T cells assessed as inhibition of Max/c-Myc protein-protein interaction incubated for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4418302";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4520924";"";"0";"456.60";"0";"2.17";"162";"CN1CCN(CCC(=O)Nc2sc3c(c2-c2nc4cnccc4s2)CCNC3)CC1=O";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"13.80";"0.28";"4.13";"6.97";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4519476";"";"0";"538.14";"2";"5.93";"143";"O=C(CCN1CCC(c2ccc(Cl)cc2)CC1)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"11.71";"0.24";"0.37";"8.98";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4532617";"";"0";"447.50";"0";"2.49";"215";"Cc1cnc(C(=O)N2CCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)CC2)cn1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"11.17";"0.21";"2.51";"4.60";"0";"CHEMBL4476912";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476866";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4514141";"";"0";"452.01";"0";"3.28";"243";"COCCNCCC(=O)Nc1sc2c(c1-c1nc3cnc(Cl)cc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4565585";"";"0";"372.52";"0";"4.14";"230";"CCN1Cc2sc(NC(C)=O)c(-c3nc4cnccc4s3)c2C[C@H]1C";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"16.91";"0.34";"2.16";"10.84";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4571476";"";"0";"464.62";"0";"3.62";"218";"O=C(CCNCCc1cccnc1)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4552502";"";"0";"512.71";"1";"3.14";"207";"O=C(CCNC[C@H]1CC2(CCNCC2)CO1)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4575124";"";"0";"520.71";"2";"5.14";"205";"CN(CCC(=O)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2)Cc1nc2ccccc2s1";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"10.18";"0.21";"0.16";"6.38";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4555022";"";"0";"469.66";"0";"4.55";"185";"Cc1ccc(CNCCC(=O)Nc2sc3c(c2-c2nc4cnccc4s2)CCNC3)s1";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4553995";"";"0";"454.63";"0";"2.74";"174";"O=C(CCNCC12CC(CN1)C2)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4528924";"";"0";"443.60";"0";"3.12";"170";"O=C(CCN1CCCOCC1)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4538062";"";"0";"442.61";"0";"2.64";"161";"CN(C)C1CN(CCC(=O)Nc2sc3c(c2-c2nc4cnccc4s2)CCNC3)C1";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4517666";"";"0";"484.65";"0";"3.00";"158";"O=C(CCNCCN1CCCCC1=O)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4590352";"";"0";"358.49";"0";"3.97";"109";"CC(=O)Nc1sc2c(c1-c1nc3cnccc3s1)CC(C)NC2C";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"17.58";"0.36";"2.33";"9.42";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4531883";"";"0";"346.44";"0";"2.26";"108";"CC(=O)Nc1sc2c(c1-c1nc3c[n+]([O-])ccc3s1)CCNC2";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"18.19";"0.37";"4.04";"7.78";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4558024";"";"0";"229.28";"0";"2.88";"14";"COC(=O)c1ccccc1-n1c(C)ccc1C";"IC50";"'='";"97300.0";"nM";"4.01";"";"";"UO_0000065";"17.50";"0.32";"1.13";"12.85";"0";"CHEMBL4476912";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476866";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4569380";"";"0";"297.35";"0";"3.64";"42";"Cc1cc2c(n1-c1cccc(C(=O)O)c1)CC(C)(C)CC2=O";"IC50";"'='";"697000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4476912";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476866";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4536775";"";"0";"361.40";"0";"3.56";"71; 121";"Cc1ccc(C)n1-c1cc(C(=O)N/N=C/c2ccccc2)ccc1C(=O)O";"IC50";"'='";"7690.0";"nM";"5.11";"";"";"UO_0000065";"14.15";"0.26";"1.55";"6.11";"0";"CHEMBL4476912";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476866";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4573223";"";"0";"482.68";"0";"3.37";"250";"C[C@@H]1Cc2c(sc(NC(=O)CCN[C@H]3C[C@@H]4CNC[C@@H]4C3)c2-c2nc3cnccc3s2)CN1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"13.05";"0.26";"2.93";"6.93";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4561721";"";"0";"394.95";"0";"3.64";"228";"CC(=O)Nc1sc2c(c1-c1nc3c(C)nc(C)cc3s1)CCNC2.Cl";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4533975";"";"0";"399.55";"0";"3.15";"221";"O=C(CCNC1CC1)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4555898";"";"0";"489.63";"0";"3.83";"212";"O=C(CCNCc1cnc2ccccn12)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"10.83";"0.21";"1.47";"5.51";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4575923";"";"0";"480.62";"0";"2.51";"200";"O=C(CCNCc1[nH]nc2c1CNC2)Nc1sc2c(c1-c1nc3cnccc3s1)CCNC2";"IC50";"'<'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4477005";"Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1250348";"Myc proto-oncogene protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4476876";"38";"Patent Bioactivity Data";"";"";"None";""
